ID Pengaduan,Issue Sosial,Provinsi,Kabupaten/Kota,Kecamatan,lat,lng,Tanggal Pengaduan,Severity Level,Status,Durasi Penyelesaian (Jam),Aksi Kriminal,Kriminal Teratasi,Pria,Wanita,Total
25994,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.2886797,112.7456169,08/17/2025 00:16:13,3 - Sedang (2-12 Jam),Selesai,2.37,31,15,87,453,540
13376,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.288699,112.746146,08/01/2025 15:30:13,2  - Tinggi (1-2 Jam),Selesai,1.14,49,17,247,115,362
28683,Banjir,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.2887,112.7821624,08/22/2025 09:11:13,1 - Kritis (<30 Menit),Selesai,0.32,13,13,243,204,447
65,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.2887441,112.7146336,08/10/2025 12:44:13,3 - Sedang (2-12 Jam),Selesai,10.99,10,1,396,263,659
11457,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.288761759,112.7678447,08/09/2025 17:26:13,2  - Tinggi (1-2 Jam),Selesai,1.62,48,19,477,128,605
17458,Sampah,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.288780212,112.7450027,08/08/2025 15:15:13,4 - Rendah (>24 Jam),Selesai,4.85,40,12,257,374,631
16468,Kebakaran,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.2888565,112.7665041,08/09/2025 08:13:13,1 - Kritis (<30 Menit),Dalam Proses,3.85,29,23,0,214,214
30349,Kebakaran,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.288946404,112.7316999,08/13/2025 05:50:13,1 - Kritis (<30 Menit),Selesai,0.47,41,28,288,402,690
458,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.2890761,112.6756542,08/08/2025 20:29:13,2  - Tinggi (1-2 Jam),Selesai,1.2,35,29,306,338,644
14044,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.289120197,112.7070007,08/07/2025 22:21:13,4 - Rendah (>24 Jam),Selesai,10.2,8,2,353,279,632
23109,Banjir,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.289154,112.675969,08/07/2025 17:57:13,2  - Tinggi (1-2 Jam),Selesai,0.41,42,14,73,20,93
119,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.28917,112.734,08/04/2025 21:54:13,2  - Tinggi (1-2 Jam),Dalam Proses,4.7,37,36,54,156,210
25292,Kebakaran,JAWA TIMUR,KOTA SURABAYA,KREMBANGAN,-7.28917,112.734,08/19/2025 18:20:13,1 - Kritis (<30 Menit),Ditugaskan,0.83,24,10,412,395,807
28109,Banjir,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.28919,112.768,08/21/2025 14:52:13,2  - Tinggi (1-2 Jam),Selesai,0.55,2,2,335,365,700
22945,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.28928,112.727,08/17/2025 15:56:13,4 - Rendah (>24 Jam),Selesai,9.03,32,16,285,150,435
32935,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.28932,112.7837833,08/02/2025 13:58:13,1 - Kritis (<30 Menit),Selesai,0.39,33,31,159,84,243
15784,Sampah,JAWA TIMUR,KOTA SURABAYA,LAKARSANTRI,-7.28939,112.632406,08/14/2025 03:37:13,3 - Sedang (2-12 Jam),Selesai,2.61,34,32,444,294,738
22110,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.28943,112.778,08/21/2025 17:11:13,4 - Rendah (>24 Jam),Selesai,19.89,37,11,325,151,476
22008,Sampah,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.289460182,112.7689972,08/20/2025 09:20:13,3 - Sedang (2-12 Jam),Selesai,6.99,22,1,41,431,472
24143,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.289500237,112.7689972,08/07/2025 02:30:13,2  - Tinggi (1-2 Jam),Selesai,1.14,31,20,75,58,133
22758,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.28951,112.7562153,08/13/2025 07:27:13,1 - Kritis (<30 Menit),Selesai,0.37,2,2,367,412,779
5287,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.289523,112.786777,08/16/2025 17:16:13,2  - Tinggi (1-2 Jam),Selesai,1.77,12,10,211,380,591
21552,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.289808417,112.7861702,08/15/2025 20:52:13,2  - Tinggi (1-2 Jam),Selesai,0.15,30,2,424,180,604
19626,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.2898101,112.7866339,08/05/2025 01:37:13,3 - Sedang (2-12 Jam),Selesai,7.14,31,16,10,376,386
127,Sampah,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.289861,112.798056,08/14/2025 18:36:13,4 - Rendah (>24 Jam),Selesai,22.5,4,2,192,391,583
129,Banjir,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.289861,112.798083,08/14/2025 23:19:13,1 - Kritis (<30 Menit),Selesai,0.33,48,29,88,290,378
10309,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.28986,112.723,08/13/2025 20:20:13,4 - Rendah (>24 Jam),Selesai,12.24,45,40,169,464,633
15264,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.28988,112.798,08/12/2025 23:52:13,2  - Tinggi (1-2 Jam),Selesai,1.4,5,2,496,402,898
1869,Banjir,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.289887093,112.7233307,08/10/2025 14:23:13,2  - Tinggi (1-2 Jam),Selesai,1.25,26,18,388,20,408
28035,Kebakaran,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.28989,112.7883267,08/13/2025 11:10:13,1 - Kritis (<30 Menit),Selesai,0.67,6,3,334,355,689
7269,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.289893,112.675033,08/10/2025 21:55:13,2  - Tinggi (1-2 Jam),Selesai,2.2,5,1,285,28,313
30400,Banjir,JAWA TIMUR,KOTA SURABAYA,LAKARSANTRI,-7.28992,112.655,08/08/2025 20:19:13,1 - Kritis (<30 Menit),Selesai,0.26,24,10,482,276,758
5699,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.28992,112.723,08/20/2025 01:24:13,1 - Kritis (<30 Menit),Selesai,0.37,1,1,61,254,315
19912,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.289929867,112.7860031,08/14/2025 19:16:13,3 - Sedang (2-12 Jam),Selesai,6.04,33,31,458,399,857
30035,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.289959908,112.6760025,08/21/2025 20:39:13,2  - Tinggi (1-2 Jam),Selesai,1.27,0,0,215,317,532
25985,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.28996,112.763,08/02/2025 20:03:13,3 - Sedang (2-12 Jam),Selesai,9.58,15,15,306,129,435
4128,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.2899644,112.7790714,08/13/2025 15:35:13,2  - Tinggi (1-2 Jam),Ditugaskan,4.88,22,16,453,447,900
4371,Banjir,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.289966667,112.7981194,08/18/2025 06:04:13,2  - Tinggi (1-2 Jam),Selesai,2.91,38,37,418,78,496
30340,Bantuan Pendidikan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.28999,112.788,08/17/2025 15:49:13,4 - Rendah (>24 Jam),Selesai,23.6,42,22,212,83,295
1858,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.2900212,112.674526,08/02/2025 13:52:13,3 - Sedang (2-12 Jam),Selesai,11.78,48,15,23,458,481
1860,Sampah,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.2900746,112.6744793,08/13/2025 01:20:13,3 - Sedang (2-12 Jam),Selesai,6.36,13,0,34,34,68
1862,Sampah,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.2900794,112.7841159,08/03/2025 07:15:13,3 - Sedang (2-12 Jam),Selesai,11.29,34,8,377,249,626
23897,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.290200233,112.6760025,08/19/2025 17:40:13,1 - Kritis (<30 Menit),Selesai,0.2,30,8,316,441,757
12497,Banjir,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.290260706,112.7218401,08/03/2025 21:11:13,1 - Kritis (<30 Menit),Selesai,0.05,6,2,392,470,862
473,Bantuan Pendidikan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.290276669,112.7631783,08/20/2025 16:38:13,4 - Rendah (>24 Jam),Selesai,20.78,16,7,195,254,449
22125,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.29031,112.752,08/17/2025 00:57:13,4 - Rendah (>24 Jam),Selesai,13.01,49,21,465,318,783
11706,Banjir,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.290605358,112.7601981,08/12/2025 01:15:13,1 - Kritis (<30 Menit),Selesai,0.17,36,15,492,151,643
7597,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,LAKARSANTRI,-7.290649891,112.6600037,08/17/2025 11:21:13,2  - Tinggi (1-2 Jam),Dalam Proses,2.12,32,10,239,15,254
16803,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.291002,112.8007,08/20/2025 12:59:13,2  - Tinggi (1-2 Jam),Selesai,1.92,3,2,292,22,314
30907,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.2910636,112.7211192,08/02/2025 21:18:13,2  - Tinggi (1-2 Jam),Selesai,0.36,34,20,121,29,150
32306,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.291,112.717452,08/21/2025 18:53:13,3 - Sedang (2-12 Jam),Selesai,9.32,46,34,459,18,477
11137,Sampah,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.29,112.723333,08/11/2025 02:08:13,3 - Sedang (2-12 Jam),Selesai,8.68,7,3,202,430,632
461,Banjir,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.29112,112.672,08/10/2025 22:23:13,1 - Kritis (<30 Menit),Selesai,0.41,8,5,437,121,558
10203,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,LAKARSANTRI,-7.29122,112.648,08/04/2025 06:27:13,2  - Tinggi (1-2 Jam),Selesai,1.05,21,11,393,491,884
752,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.29127,112.676,08/01/2025 12:40:13,3 - Sedang (2-12 Jam),Selesai,2.76,23,5,352,147,499
32867,Sampah,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.291306,112.758829,08/19/2025 01:35:13,3 - Sedang (2-12 Jam),Selesai,7.51,39,26,189,144,333
18900,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29131,112.744,08/10/2025 10:35:13,2  - Tinggi (1-2 Jam),Selesai,1.68,20,9,234,456,690
28393,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.29136,112.762,08/04/2025 17:37:13,2  - Tinggi (1-2 Jam),Selesai,2.92,12,10,184,130,314
25551,Kebakaran,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.29142,112.70646,08/18/2025 04:37:13,1 - Kritis (<30 Menit),Selesai,0.35,30,21,323,217,540
30346,Banjir,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.2915563,112.7814281,08/18/2025 18:18:13,1 - Kritis (<30 Menit),Selesai,0.28,46,7,365,266,631
22952,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.29159,112.706,08/08/2025 03:17:13,2  - Tinggi (1-2 Jam),Selesai,0.74,38,33,489,307,796
29899,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.2916779,112.7377546,08/14/2025 03:43:13,4 - Rendah (>24 Jam),Dalam Proses,35.19,39,18,212,457,669
32208,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.29171,112.7538764,08/18/2025 11:19:13,3 - Sedang (2-12 Jam),Selesai,20.33,13,5,273,127,400
15110,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.29172,112.76,08/08/2025 15:57:13,3 - Sedang (2-12 Jam),Selesai,8.12,48,13,56,110,166
18421,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.292017,112.763579,08/14/2025 05:42:13,2  - Tinggi (1-2 Jam),Selesai,1.66,39,30,78,277,355
23503,Banjir,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.292019844,112.6740036,08/22/2025 07:07:13,1 - Kritis (<30 Menit),Selesai,0.12,33,27,462,273,735
15267,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.292056,112.7135627,08/10/2025 07:23:13,2  - Tinggi (1-2 Jam),Selesai,0.29,0,0,154,409,563
11372,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.292056,112.723813,08/05/2025 18:59:13,4 - Rendah (>24 Jam),Dalam Proses,24.55,28,19,388,58,446
10862,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.292127,112.688223,08/04/2025 05:25:13,2  - Tinggi (1-2 Jam),Selesai,0.53,39,31,371,439,810
13580,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,-7.29213,112.728,08/16/2025 01:43:13,2  - Tinggi (1-2 Jam),Selesai,1.29,27,1,123,278,401
16831,Jalan Rusak,JAWA TIMUR,SIDOARJO,GEDANGAN,-7.29213,112.728,08/02/2025 00:14:13,3 - Sedang (2-12 Jam),Selesai,9.98,36,21,321,121,442
21293,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.2922039,112.7238985,08/13/2025 04:31:13,4 - Rendah (>24 Jam),Ditugaskan,67.92,49,35,145,267,412
30297,Banjir,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.29235,112.749,08/17/2025 22:27:13,1 - Kritis (<30 Menit),Selesai,0.47,13,1,301,22,323
28469,Sampah,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.292379856,112.7070007,08/05/2025 16:44:13,3 - Sedang (2-12 Jam),Selesai,9.75,21,18,469,66,535
25681,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.2924177,112.7046385,08/08/2025 03:05:13,4 - Rendah (>24 Jam),Selesai,8.49,26,2,2,64,66
25992,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.292468,112.778444,08/15/2025 00:02:13,1 - Kritis (<30 Menit),Selesai,0.31,33,27,192,381,573
18362,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.292479992,112.6729965,08/09/2025 21:56:13,3 - Sedang (2-12 Jam),Dalam Proses,18.88,19,6,109,345,454
22307,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.2925,112.735219,08/18/2025 13:28:13,4 - Rendah (>24 Jam),Selesai,12.87,14,7,131,118,249
190,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.2925515,112.7934207,08/15/2025 21:44:13,1 - Kritis (<30 Menit),Selesai,0.47,15,11,177,448,625
23303,Sampah,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.2925777,112.7192639,08/15/2025 05:32:13,3 - Sedang (2-12 Jam),Selesai,3.27,45,27,227,133,360
25546,Sampah,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.2927866,112.7192107,08/12/2025 02:11:13,4 - Rendah (>24 Jam),Selesai,3.15,44,25,171,300,471
14829,Kebakaran,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.29284,112.714,08/21/2025 04:13:13,1 - Kritis (<30 Menit),Selesai,0.36,13,11,497,333,830
17277,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.29286,112.72,08/09/2025 19:08:13,2  - Tinggi (1-2 Jam),Selesai,1.28,19,17,139,353,492
20537,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.29294,112.7641332,08/04/2025 20:23:13,1 - Kritis (<30 Menit),Dalam Proses,2.56,7,1,6,248,254
21354,Banjir,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29297,112.736,08/18/2025 12:42:13,1 - Kritis (<30 Menit),Selesai,0.26,7,5,434,59,493
25771,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.2930066,112.7347561,08/07/2025 19:00:13,4 - Rendah (>24 Jam),Selesai,22.11,5,5,127,58,185
25045,Banjir,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.29317,112.7613642,08/08/2025 03:42:13,2  - Tinggi (1-2 Jam),Selesai,1.18,26,21,300,97,397
1905,Banjir,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.293179989,112.7809982,08/15/2025 13:22:13,1 - Kritis (<30 Menit),Selesai,0.49,34,8,241,388,629
14983,Banjir,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.2932,112.7267022,08/20/2025 01:49:13,2  - Tinggi (1-2 Jam),Selesai,1.11,10,9,9,216,225
28838,Bantuan Pendidikan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29325,112.736056,08/04/2025 11:20:13,4 - Rendah (>24 Jam),Selesai,21.65,37,34,283,246,529
31517,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.293277733,112.7467954,08/20/2025 21:39:13,2  - Tinggi (1-2 Jam),Selesai,1.7,39,13,327,267,594
20109,Kebakaran,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.2933107,112.7609383,08/18/2025 00:26:13,1 - Kritis (<30 Menit),Selesai,0.26,22,3,242,83,325
10586,Sampah,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.29336,112.713933,08/08/2025 05:31:13,3 - Sedang (2-12 Jam),Selesai,6.39,2,2,345,229,574
1848,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.293377,112.719136,08/14/2025 23:33:13,4 - Rendah (>24 Jam),Ditugaskan,64.68,4,1,131,170,301
22738,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.293576,112.755131,08/11/2025 03:38:13,3 - Sedang (2-12 Jam),Selesai,6.41,30,3,211,483,694
14086,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.293597,112.778631,08/04/2025 02:15:13,3 - Sedang (2-12 Jam),Selesai,6.52,44,2,92,486,578
30695,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.2936411,112.7488628,08/07/2025 01:05:13,1 - Kritis (<30 Menit),Selesai,0.39,48,47,335,275,610
14080,Sampah,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29372,112.735,08/05/2025 05:02:13,3 - Sedang (2-12 Jam),Selesai,10.57,2,0,40,227,267
25848,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.293845,112.730933,08/07/2025 08:25:13,3 - Sedang (2-12 Jam),Selesai,14.44,9,2,472,15,487
27376,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29389,112.725,08/04/2025 11:29:13,3 - Sedang (2-12 Jam),Selesai,11.91,44,28,245,63,308
1857,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.2939834,112.7298506,08/12/2025 02:32:13,3 - Sedang (2-12 Jam),Selesai,7.18,5,1,485,365,850
1918,Banjir,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.2940328,112.7465017,08/20/2025 05:11:13,2  - Tinggi (1-2 Jam),Selesai,1.6,39,25,47,420,467
28287,Sampah,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29435,112.7340689,08/11/2025 10:59:13,4 - Rendah (>24 Jam),Selesai,21.57,31,0,248,172,420
14167,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29436,112.746,08/07/2025 09:04:13,3 - Sedang (2-12 Jam),Selesai,7.01,41,18,93,368,461
32086,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.294380556,112.7462556,08/11/2025 23:59:13,2  - Tinggi (1-2 Jam),Selesai,1.76,7,1,43,492,535
32501,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29438,112.7465272,08/21/2025 22:48:13,1 - Kritis (<30 Menit),Selesai,0.48,8,3,164,52,216
18951,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29439,112.75,08/02/2025 19:39:13,2  - Tinggi (1-2 Jam),Dalam Proses,5.47,32,25,139,315,454
15206,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29445,112.725,08/19/2025 23:15:13,2  - Tinggi (1-2 Jam),Selesai,1.2,31,11,199,443,642
143,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.294462552,112.7339625,08/22/2025 04:58:13,1 - Kritis (<30 Menit),Selesai,0.49,44,2,95,191,286
26781,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.294468,112.769373,08/15/2025 19:40:13,1 - Kritis (<30 Menit),Selesai,0.15,15,13,137,175,312
10268,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.294544,112.7774156,08/22/2025 10:54:13,3 - Sedang (2-12 Jam),Selesai,10.86,11,11,269,116,385
20906,Banjir,JAWA TIMUR,GRESIK,MENGANTI,-7.294639911,112.5871181,08/09/2025 22:02:13,2  - Tinggi (1-2 Jam),Selesai,1.24,7,1,303,360,663
20529,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29464,112.75206,08/12/2025 15:42:13,1 - Kritis (<30 Menit),Selesai,0.38,26,23,124,463,587
18134,Banjir,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.294734,112.730448,08/17/2025 00:18:13,1 - Kritis (<30 Menit),Selesai,0.47,5,2,489,455,944
23637,Gangguan Keamanan,JAWA TIMUR,GRESIK,MENGANTI,-7.29487,112.5940275,08/09/2025 14:29:13,2  - Tinggi (1-2 Jam),Selesai,1.55,45,10,86,177,263
21089,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,-7.295247222,112.7068528,08/20/2025 02:04:13,3 - Sedang (2-12 Jam),Selesai,8.32,39,13,220,230,450
27756,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.295544,112.75363,08/13/2025 23:46:13,2  - Tinggi (1-2 Jam),Selesai,1.85,38,24,467,127,594
16097,Sampah,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.295720073,112.7405589,08/08/2025 10:35:13,4 - Rendah (>24 Jam),Selesai,12.49,17,1,454,376,830
11476,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29584,112.746,08/21/2025 01:36:13,2  - Tinggi (1-2 Jam),Selesai,1.81,27,27,307,238,545
22277,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.295875,112.7457611,08/11/2025 07:33:13,2  - Tinggi (1-2 Jam),Selesai,1.03,49,27,431,22,453
374,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29593,112.750881,08/12/2025 20:32:13,1 - Kritis (<30 Menit),Dalam Proses,2.03,40,6,180,456,636
27049,Pencemaran Lingkungan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29625,112.742825,08/17/2025 04:35:13,3 - Sedang (2-12 Jam),Selesai,4.85,25,1,64,115,179
30345,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.29626,112.7597773,08/19/2025 14:47:13,2  - Tinggi (1-2 Jam),Selesai,0.71,29,13,181,283,464
22622,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29629,112.7271509,08/08/2025 15:09:13,3 - Sedang (2-12 Jam),Selesai,3.11,17,3,101,254,355
8661,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29631,112.7451003,08/10/2025 01:51:13,3 - Sedang (2-12 Jam),Selesai,6.37,17,5,482,146,628
8606,Kebakaran,JAWA TIMUR,GRESIK,MENGANTI,-7.296604829,112.5661739,08/13/2025 22:43:13,1 - Kritis (<30 Menit),Selesai,0.31,7,7,174,308,482
9751,Bantuan Kesehatan,JAWA TIMUR,GRESIK,MENGANTI,-7.296609,112.601163,08/12/2025 07:34:13,3 - Sedang (2-12 Jam),Selesai,10.69,13,13,334,41,375
10930,Kebakaran,JAWA TIMUR,GRESIK,MENGANTI,-7.296661886,112.5646734,08/03/2025 20:53:13,1 - Kritis (<30 Menit),Selesai,0.47,28,26,90,382,472
14703,Sampah,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.2967562,112.7596476,08/03/2025 17:44:13,4 - Rendah (>24 Jam),Selesai,17.53,10,4,377,51,428
13515,Gangguan Keamanan,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.296780109,112.6800003,08/18/2025 11:04:13,1 - Kritis (<30 Menit),Ditugaskan,0.69,16,16,338,2,340
10269,Sampah,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.2970252,112.7631157,08/21/2025 05:51:13,4 - Rendah (>24 Jam),Selesai,15.95,2,1,439,385,824
14123,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,WIYUNG,-7.2974274,112.6758999,08/09/2025 20:58:13,3 - Sedang (2-12 Jam),Selesai,7.12,47,11,28,98,126
16893,Sampah,JAWA TIMUR,KOTA SURABAYA,SUKOLILO,-7.29769,112.769,08/13/2025 21:33:13,3 - Sedang (2-12 Jam),Selesai,6.56,13,4,408,222,630
11054,Banjir,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29777,112.7528126,08/15/2025 10:25:13,2  - Tinggi (1-2 Jam),Selesai,1.42,44,22,102,214,316
27228,Banjir,JAWA TIMUR,KOTA SURABAYA,GUBENG,-7.297786,112.760805,08/07/2025 05:11:13,1 - Kritis (<30 Menit),Dalam Proses,0.84,32,12,384,342,726
16062,Bantuan Kesehatan,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29786,112.7521904,08/15/2025 11:16:13,3 - Sedang (2-12 Jam),Selesai,9.44,8,5,65,126,191
17021,Jalan Rusak,JAWA TIMUR,KOTA SURABAYA,WONOKROMO,-7.29794,112.752146,08/05/2025 10:18:13,4 - Rendah (>24 Jam),Selesai,21.8,2,0,499,356,855
